timestep,ue_id,x,y,z,vx,vy,vz,rsrp_bs_0,sinr_bs_0,rsrp_bs_1,sinr_bs_1,rsrp_bs_2,sinr_bs_2,rsrp_bs_3,sinr_bs_3
10,0,68.0,130.48796424406027,1.5,1.7999999999999972,1.0036075093105694,0.0,-70.23730522625304,15.149557143886868,-82.22381964835635,3.878553438513033,-87.67689090390671,-1.1660475068934266,-91.0475076283668,-5.621348710598363
11,0,69.8,131.4848837115983,1.5,1.7999999999999972,0.9895957028656426,0.0,-70.23280977313225,15.605990101842496,-83.01939732137045,2.6593642775273527,-87.42884947832371,-2.1268295251454994,-90.01672469640035,-5.5252035519014715
12,0,71.6,132.46715564979155,1.5,1.8000000000000043,0.9743217911647122,0.0,-70.96483416875405,15.872199439096079,-83.73552438889877,2.2274170263695683,-86.99747098927968,-1.5578425145161043,-90.72658152224182,-6.1842262807298
13,0,73.4,133.4335272939277,1.5,1.8000000000000043,0.957805254167269,0.0,-69.57391902890558,14.98396100363961,-82.7797959621723,2.489913667687354,-86.48871308393016,-1.5725222833665482,-91.04627970898693,-5.92243114115817
14,0,75.2,134.3827661581261,1.5,1.7999999999999972,0.9400671566456396,0.0,-70.25304004122509,14.796492991654382,-83.62724719327534,1.915386419309561,-88.39209902269737,-5.124009908726956,-88.78301075981663,-4.3281832440334185
15,0,77.0,135.313661607219,1.5,1.7999999999999972,0.9211301213194218,0.0,-71.73781149347101,14.03361643438829,-82.0662426050465,3.285295840015444,-88.40577998306722,-4.212284304603848,-90.65229207565568,-4.961817206058335
16,0,78.8,136.22502640076493,1.5,1.7999999999999972,0.901018300003102,0.0,-70.1621758525588,15.244707203762841,-85.31843986148846,0.4386574156511738,-85.79356092727085,-2.035446098503969,-87.72731864742862,-2.8256852656961193
17,0,80.6,137.1156982072252,1.5,1.8000000000000043,0.8797573428034298,0.0,-71.65897582930839,13.014670823664282,-83.45514798638769,2.240347529313239,-87.57714622291078,-4.255174258122801,-90.34949615649433,-3.2597078156649433
18,0,82.4,137.9845410863718,1.5,1.8000000000000043,0.8573743654058177,0.0,-69.36363011521408,15.425634051153347,-85.37289310598119,-1.698495564119186,-88.74557716779613,-4.660181621303319,-88.2875459884967,-4.56765607747324
19,0,84.2,138.83044693803683,1.5,1.7999999999999972,0.8338979144918852,0.0,-70.39311053924304,13.331537541942444,-84.70934447671871,-1.6108367830111376,-86.47566836865697,-0.4492425871250978,-89.97266749532899,-4.775456114030847
20,0,86.0,139.65233691535556,1.5,1.8000000000000043,0.8093579313316042,0.0,-70.47656905717693,14.092411445068446,-81.20986342510267,4.419708847928865,-86.41492243760067,-1.5541488337838902,-89.21740545086115,-5.15676326371378
21,0,87.80000000000001,140.44916280070004,1.5,1.7999999999999972,0.7837857135969415,0.0,-70.99958874400205,13.488688815856394,-81.7033976963782,4.01282649452314,-88.77038582047395,-2.9064928746020504,-91.2139859413892,-6.712384475715081
22,0,89.6,141.21990834254945,1.5,1.7999999999999972,0.7572138754457143,0.0,-68.64943262280994,16.18665155353684,-83.57203405626865,0.3215666208752954,-86.62054236060811,-1.5197746992410013,-91.34044803056659,-6.392902639545954
23,0,91.4,141.96359055159147,1.5,1.8000000000000043,0.7296763059262616,0.0,-70.24222887725081,13.920068471611367,-84.44263862340065,-1.2700111277445563,-85.97543789057447,-0.6313006806536442,-89.73576631450365,-6.818656620206279
24,0,93.2,142.67926095440197,1.5,1.7999999999999972,0.701208125756196,0.0,-70.51740025564166,14.429985808986167,-86.12800697196708,-1.4314074409860755,-86.370907806015,-2.4217231171767226,-89.07262068447474,-4.15771707339713
25,0,95.0,143.36600680310386,1.5,1.8000000000000043,0.6718456425303003,0.0,-70.37885069969691,14.97257091597818,-83.15368919867879,2.171827464901266,-86.0236368024379,-0.9769375874727352,-90.18204484838972,-3.9810834857623387
26,0,96.80000000000001,144.02295223946257,1.5,1.7999999999999972,0.6416263044148707,0.0,-69.27661120752126,15.3676617169986,-79.52792684934423,6.461168970039284,-88.42878180344081,-3.2547058797243196,-91.74549197278185,-7.471151672793748
27,0,98.6,144.6492594119336,1.5,1.7999999999999972,0.6105886523871646,0.0,-69.44205942007335,15.345608240135878,-81.84152639471117,3.099488295053367,-86.30784832708082,-2.208474555434422,-91.80559880406504,-6.996848976037347
28,0,100.4,145.2441295442369,1.5,1.8000000000000043,0.578772271081192,0.0,-69.35652615762326,15.186288466203774,-82.96589427216368,1.248511562877653,-87.02946313243052,-2.0454551609087384,-91.85732489368783,-6.467232292595795
29,0,102.2,145.80680395409598,1.5,1.7999999999999972,0.5462177383026017,0.0,-69.31189818793457,15.190200653686018,-81.66741428265581,2.120553960089682,-87.20666767860712,-2.2354999493412224,-92.23738597815483,-7.823633016615341
30,0,104.0,146.3365650208421,1.5,1.8000000000000043,0.5129665732766853,0.0,-67.24169239392326,16.69254128486305,-84.02987291221316,0.479371170013037,-85.5434218072643,-1.4768013706784977,-89.95634311802115,-5.895868959776649
31,0,105.80000000000001,146.83273710064935,1.5,1.7999999999999972,0.47906118369580497,0.0,-70.28768873528881,14.494114199837414,-82.4448597226313,1.820345251314318,-84.7734889535934,-1.1711631098835884,-88.70916887756569,-6.018578508851445
32,0,107.6,147.2946873882337,1.5,1.7999999999999972,0.44454481163374737,0.0,-70.4083529476677,14.067178512436923,-81.90021183373311,1.8037950903954918,-84.35565669420393,-0.8018933673263107,-90.04682850866718,-5.031276741274798
33,0,109.4,147.72182672391685,1.5,1.8000000000000043,0.4094614783958548,0.0,-70.7690154564387,15.491182556312033,-82.0546116934182,4.1187777162047015,-84.89115807935947,-0.31411621695709824,-92.7147491902966,-8.305283418413138
34,0,111.2,148.11361034502542,1.5,1.7999999999999972,0.3738559283753631,0.0,-69.05709526152364,16.827004392731546,-80.93425219414544,5.053419438937689,-86.5603715305196,-1.7779256616193222,-90.20270185254935,-6.509939264241791
35,0,113.0,148.46953858066757,1.5,1.7999999999999972,0.33777357198756874,0.0,-68.45004018790655,16.53113223204403,-81.40182681336553,4.098459792559339,-85.96491744400748,-2.058902975558657,-90.14070376078487,-5.5279462869421305
36,0,114.8,148.78915748900056,1.5,1.8000000000000043,0.30126042775447104,0.0,-69.95463317701648,14.161677488163505,-80.94587562282581,2.9474728158049253,-85.42720547049049,-0.8405562746251016,-87.40172190308128,-3.342973810675779
37,0,116.60000000000001,149.07205943617652,1.5,1.8000000000000043,0.26436306361397044,0.0,-70.84352874123381,13.054574148606237,-82.50669578630463,2.852493029772338,-86.16090293158824,-1.1076613101157005,-91.63708302611673,-7.514309666186782
38,0,118.4,149.3178836162285,1.5,1.7999999999999972,0.22712853752834405,0.0,-70.84632722795803,14.962720142200304,-80.53640238444505,4.702055176089063,-86.1080275448542,-0.9792251923404915,-90.32895137512773,-5.273017622801066
39,0,120.2,149.5263165112332,1.5,1.7999999999999972,0.18960433746761396,0.0,-69.1018281052484,16.03922039455441,-79.59257213984593,5.546099488858853,-85.23476589051019,0.6843389180781276,-87.7847612499172,-4.253672668298373
40,0,122.0,149.69709229116373,1.5,1.7999999999999972,0.15183832084461812,0.0,-69.02003184404342,16.37603273611225,-82.64541041591092,3.202970951788495,-86.2524235028575,-0.5040824041632661,-89.26348406009683,-3.7875065571676756
41,0,123.8,149.82999315292244,1.5,1.8000000000000043,0.11387865347894888,0.0,-69.29319514358798,14.410321041246494,-82.48085533927392,2.9460627988810293,-87.01412576330924,-3.033564831097913,-89.09918526733489,-5.537523447330377
42,0,125.60000000000001,149.92484959812163,1.5,1.8000000000000043,0.07577374816744964,0.0,-70.78013221534364,15.154103865557092,-79.74756108279054,5.838807861290141,-86.59372172976963,-0.40487617876139215,-89.60939369435405,-5.41279838810247
43,0,127.4,149.98154064925734,1.5,1.79999999999999,0.03757220293971386,0.0,-69.7428283692137,15.911671449749194,-81.51552710029252,4.069646326477158,-85.29270302808692,-0.8097312087277341,-89.32272990961395,-3.005517065661227
44,0,129.2,149.99999400400105,1.5,1.7999999999999972,-0.0006772609225578208,0.0,-69.92453945521895,14.582031245692406,-79.53731007447564,5.8975916804761965,-86.00650737745134,-0.1918501370367749,-88.75733283021181,-3.019458020140642
45,0,131.0,149.98018612741222,1.5,1.8000000000000114,-0.03892586102342932,0.0,-69.8484075828617,15.278192210918451,-81.6895294897769,2.137559957076369,-85.55820750506238,-0.4490011964413155,-90.63368683536532,-5.657571405857099
46,0,132.8,149.9221422819542,1.5,1.8000000000000114,-0.0771248160685758,0.0,-69.11442757337748,16.71388687416908,-79.34967328954065,6.06774715376971,-85.11837504496528,-0.3123575781726517,-88.58051072459452,-4.3680959605219964
47,0,134.60000000000002,149.82593649527507,1.5,1.7999999999999972,-0.11522540807978032,0.0,-69.94409155182387,15.833009984781578,-80.87587868459028,4.130804692569936,-86.32793559068924,-2.5527764604862933,-91.25370309293497,-6.640861295146728
48,0,136.4,149.69169146579463,1.5,1.799999999999983,-0.15317904452848552,0.0,-69.45286191840901,16.170219566358615,-80.66245582071488,3.8707098246032716,-84.9259236597483,0.24816678070073775,-89.18401895162022,-4.013266265530806
49,0,138.2,149.5195784062181,1.5,1.7999999999999972,-0.19093732030952992,0.0,-70.24444718261282,15.654798402602358,-79.03411608555277,7.977773289410935,-85.33374111557872,-1.1756594591594638,-89.33557690593477,-4.113273024408905
50,0,140.0,149.30981682517557,1.5,1.8000000000000114,-0.22845207947582935,0.0,-70.03936960662152,15.869443512310308,-81.2861723468771,5.876550903665279,-87.22468950680022,-0.9470304783858916,-90.26166970491457,-5.057829939944811
51,0,141.8,149.06267424726644,1.5,1.8000000000000114,-0.26567547665517566,0.0,-69.69228977557471,16.671259065687625,-81.92253192637331,5.0608424613481215,-83.96633639848822,2.852888433744632,-89.5214405492791,-4.181411496812943
52,0,143.60000000000002,148.77846587186522,1.5,1.7999999999999972,-0.30256003807109266,0.0,-72.2646710355667,15.287465635419412,-81.27351300306691,4.946184039210143,-86.25180736955326,-1.1780895905442743,-90.21341677857593,-4.9283557737451495
53,0,145.4,148.45755417112426,1.5,1.799999999999983,-0.33905872208960375,0.0,-70.9686446474586,13.488344645245734,-80.13544439047654,7.082836860861886,-87.5904596094499,-1.5289593686591834,-90.7246125753699,-6.326269242257135
54,0,147.2,148.10034842768601,1.5,1.7999999999999972,-0.37512497921497356,0.0,-71.22113533078209,15.236584437460493,-82.50116983577212,3.7708965756318573,-86.81144638286311,-1.460209301054065,-89.83516490110686,-4.597798950837141
55,0,149.0,147.7073042126943,1.5,1.8000000000000114,-0.4107128114577847,0.0,-71.49767601698322,15.428706443281886,-79.80235846120286,6.748988615170061,-86.73531171239166,-1.1922519766319248,-90.70792543853854,-4.223944085480908
56,0,150.8,147.27892280477045,1.5,1.8000000000000114,-0.4457768309995487,0.0,-71.13820807347015,16.02239506201206,-81.16001061368593,4.482698760265954,-85.39972604477379,1.382399342928748,-88.96815137765972,-4.206000382290146
57,0,152.60000000000002,146.8157505506952,1.5,1.7999999999999972,-0.48027231807921567,0.0,-69.09379944181771,17.671347357613183,-79.0834141470825,7.88137887636691,-85.74284255129771,0.5076318083711958,-90.7080392880576,-4.895737181691768
58,0,154.4,146.318378168612,1.5,1.799999999999983,-0.5141552780276584,0.0,-72.0090917564863,13.786886400474327,-83.28239438909583,3.5438049028212997,-85.76991854961139,2.0236765608984633,-88.44605338132142,-3.0284330428309194
59,0,156.2,145.7874399946399,1.5,1.7999999999999972,-0.5473824973772565,0.0,-69.89319544499608,17.708612335351784,-81.30288700664623,4.564187538013638,-84.57318574067408,1.5649716579610178,-90.6907521421193,-4.416670667642485
60,0,158.0,145.2236131738575,1.5,1.8000000000000114,-0.5799115989753147,0.0,-73.16227153335775,15.696028545162308,-82.33377350933421,4.666022204197403,-84.85969500502895,2.586974040800969,-89.92514645633167,-3.9376264999710213
61,0,159.8,144.62761679668927,1.5,1.8000000000000114,-0.6117010960308846,0.0,-71.63504167167002,14.74982757174418,-81.25381158447708,5.854602468024058,-84.83861493785474,2.010654186930389,-89.96779720942034,-2.3724398369540687
62,0,161.60000000000002,144.00021098179573,1.5,1.7999999999999972,-0.6427104450258128,0.0,-71.13086699802189,17.305803965791437,-79.91882453041582,8.82238951524026,-84.67601536719967,2.856655384512494,-87.60084419195346,-0.6657894776646232
63,0,163.4,143.34219590663764,1.5,1.799999999999983,-0.6729000974229962,0.0,-70.71831442722903,16.8958234634967,-80.38618644956037,7.7624771356295845,-84.37799621936595,2.28529577318796,-88.76748727293814,-3.1697298257095783
64,0,165.2,142.65441078694974,1.5,1.7999999999999972,-0.7022315501056227,0.0,-70.66651345201839,17.290028692290345,-80.43170090985103,7.13967619347966,-87.59606267675176,-0.48977438822407265,-89.39079959104774,-2.0884055641072172
65,0,167.0,141.9377328064264,1.5,1.8000000000000114,-0.7306673944829924,0.0,-70.66873353451385,16.620089919132738,-80.27668247210829,7.611938918740251,-85.45261969785612,1.725469035030002,-88.51120934693463,-2.2467757305616356
66,0,168.8,141.19307599798375,1.5,1.8000000000000114,-0.7581713642005212,0.0,-72.14250567925875,15.843122004327414,-79.8011218868944,8.0493005645822,-87.57993738369194,-0.8544188402104503,-91.61132776808445,-5.069763642860535
67,0,170.60000000000002,140.42139007802535,1.5,1.7999999999999972,-0.7847083813929459,0.0,-72.3846156084113,17.026796164340887,-81.21650501041775,6.559420114565564,-84.86842372776813,3.1784964290807696,-89.10755279651147,-1.7343374041066766
68,0,172.4,139.62365923519786,1.5,1.799999999999983,-0.8102446014217151,0.0,-70.9083967379792,18.043055474382022,-79.12069286437283,8.072227006314353,-84.86488712297901,3.2941648365507565,-86.6319427346456,0.21554150502056263
69,0,174.2,138.80090087518192,1.5,1.7999999999999972,-0.8347474560395796,0.0,-72.27805971205386,17.702486346066223,-79.1379676198367,8.917725364771428,-83.55194538502433,4.681752152671201,-88.84338318888379,-0.7700404761208818
70,0,176.0,137.9541643231187,1.5,1.8000000000000114,-0.858185694927343,0.0,-73.69212513732084,15.948949264843177,-79.43700318532262,8.257067208105436,-83.32830737895154,5.77822321340663,-88.89401449497745,-2.037202636999458
71,0,177.8,137.08452948532724,1.5,1.7999999999999972,-0.880529425549696,0.0,-73.6362536413075,15.513365784350112,-79.19873867266836,8.20279719640884,-84.45665468994412,4.695691569259825,-88.291139441406,-1.1935950419299213
72,0,179.6,136.1931054720193,1.5,1.7999999999999972,-0.9017501512793871,0.0,-73.49677219359582,16.790381665608237,-79.48007254708148,9.437650332440342,-85.24656950892215,2.5597758474356733,-87.84762191377875,-0.6650789934116008
73,0,181.4,135.28102918276846,1.5,1.8000000000000114,-0.9218208077411276,0.0,-71.91597561939822,17.415043277972384,-77.3645601670695,11.55997573088642,-84.00973372244991,4.505674753936683,-91.29283382173705,-3.9243715133879076
74,0,183.20000000000002,134.34946385653706,1.5,1.7999999999999972,-0.9407157973288349,0.0,-72.46271431696498,17.261209729405138,-79.88372327825917,7.396750599297304,-85.17086260345462,2.6548471974100405,-90.88826113486812,-2.0764621772924485
75,0,185.0,133.3995975881108,1.5,1.7999999999999972,-0.9584110218521005,0.0,-71.92791018647277,16.97171456879656,-80.12196594483014,8.58330664313884,-84.48411483929816,3.9634727104493455,-88.59078418906887,-0.04594302479687773
76,0,186.8,132.43264181283286,1.5,1.7999999999999972,-0.9748839132704177,0.0,-73.39376175148104,15.865110815291533,-80.63365001974154,9.054917327248221,-83.24381452983367,4.806030638228035,-89.67471735704308,-0.15796156947384765
77,0,188.6,131.44982976156996,1.5,1.7999999999999972,-0.9901134624759749,0.0,-72.81695874356569,15.892686740338826,-80.94577511479885,8.876956250107764,-85.04089487058619,4.881724219385574,-87.21623252471956,2.8510754598707075
78,0,190.4,130.4524148878809,1.5,1.8000000000000114,-1.0040802460880514,0.0,-72.38410700655443,17.730096394298357,-81.17975397683423,8.694143379567075,-83.34880721155135,5.661566706682959,-89.14273301574539,-1.6125631923927513
79,0,192.20000000000002,129.44166926939386,1.5,1.7999999999999972,-1.0167664512250951,0.0,-73.63497818639193,14.79270040067067,-80.7339458723535,8.42260178451116,-83.44645791202021,5.187089095712535,-91.0598827098149,-2.550324531785326
80,0,194.0,128.41888198543072,1.5,1.7999999999999972,-1.02815589822292,0.0,-72.84579085001752,17.190882216238553,-79.73486416476013,8.780819650453399,-85.34847778852969,4.49842330722523,-90.23404306412081,-2.6265956813215467
81,0,195.8,127.38535747294802,1.5,1.7999999999999972,-1.0382340612697405,0.0,-74.31947568930823,14.97182875885038,-79.2331891068166,9.1518050497376,-82.97711712176935,4.257703686459806,-91.98607352853276,-3.9680763396692607
82,0,197.6,126.34241386289123,1.5,1.7999999999999972,-1.0469880869320605,0.0,-74.0930291777611,16.313285562143037,-79.55888051327648,10.022753112129337,-83.25025155063719,4.184159151131606,-88.94150089129893,-0.7175289774326375
83,0,199.4,125.2913812990839,1.5,1.8000000000000114,-1.0544068105476114,0.0,-74.24847853973836,15.839406098399852,-80.52638411532817,9.130599899026537,-83.90864384981266,5.842986327051773,-88.86074738003978,-0.8943950792163726
84,0,201.20000000000002,124.23360024179601,1.5,1.7999999999999972,-1.0604807704644728,0.0,-75.35913023947258,15.594773979389684,-78.51656085761796,11.907956251872614,-84.88785330207368,4.339460887454186,-89.11822197303762,-1.067725553086531
85,0,203.0,123.17041975815495,1.5,1.7999999999999972,-1.06520222010829,0.0,-73.4740602739946,16.610438614083925,-78.70003998990683,11.609056329376843,-84.94591267746333,4.491917758316741,-87.28843178520033,1.5637875354563626
86,0,204.8,122.10319580157943,1.5,1.7999999999999972,-1.068565137861924,0.0,-74.7564654303276,13.480559650677595,-79.77093691202198,9.58012584994661,-84.50155419950273,3.7277437597160636,-87.11911748400864,0.9463342488329745
87,0,206.6,121.0332894824311,1.5,1.7999999999999972,-1.0705652347453736,0.0,-74.31327407706951,15.114901241112314,-80.3563076989371,8.126102277504542,-83.14643570378539,6.172608771430443,-88.736091546133,1.0429938170893744
88,0,208.4,119.96206533208868,1.5,1.8000000000000114,-1.0711999598858455,0.0,-73.88666562859187,14.636889329943825,-78.90952095003264,10.327035386712785,-84.88518809116859,6.096624621876277,-91.06756585196885,-2.634600768475423
89,0,210.20000000000002,118.89088956265941,1.5,1.7999999999999972,-1.0704685037709751,0.0,-74.06311355570655,14.955251917631953,-79.33821670171932,10.33457578820982,-83.15401306476572,6.919779282622567,-87.7395214155358,3.7321725070697873
90,0,212.0,117.82112832454673,1.5,1.7999999999999972,-1.06837179928133,0.0,-73.93586122721041,16.670432206068813,-81.29895714964827,8.03862884713891,-85.10942702489459,4.4701635053824065,-87.78816435045458,1.1265954495508612
91,0,213.8,116.75414596409675,1.5,1.7999999999999972,-1.0649125205006342,0.0,-74.98775374506076,14.876508125550721,-79.64141053488314,9.38885029138569,-83.80419929504984,5.3116672231243,-88.05766872646713,1.3224816402434187
92,0,215.6,115.69130328354547,1.5,1.7999999999999972,-1.060095079305313,0.0,-75.51254907906161,13.232201247021736,-79.24517014725171,10.436134287838254,-83.36744096362264,5.801128263965505,-87.2255024144746,1.1021642565237395
93,0,217.4,114.63395580548612,1.5,1.8000000000000114,-1.053925619737626,0.0,-75.23494632734345,13.200525338206054,-80.64011114077158,8.415274278090875,-80.50426817641514,7.287509609122046,-89.77540131837124,0.9894556776479553
94,0,219.20000000000002,113.58345204407021,1.5,1.7999999999999972,-1.046412010169817,0.0,-77.29835863539536,11.909931796533796,-79.33454905666325,9.594295896914865,-85.03031356382218,4.6756069168250045,-85.9414127138338,4.3847742799060905
95,0,221.0,112.54113178514649,1.5,1.7999999999999972,-1.0375638332689405,0.0,-77.14385551494858,10.993847286345684,-81.31098344445435,8.335489509646248,-81.54993098276235,8.624687476461581,-89.47751787826711,0.21569363450702245
96,0,222.8,111.50832437753233,1.5,1.7999999999999972,-1.0273923737753492,0.0,-77.12772960228895,11.368681654712734,-77.96549057675196,11.069599694888284,-83.07505276783816,5.154863292514951,-87.40138766376744,0.9963740999484993
97,0,224.6,110.48634703759579,1.5,1.7999999999999972,-1.0159106041104664,0.0,-76.86968298286351,12.329346555618148,-78.07590257681836,11.428912214572215,-82.69967165781378,6.247561168257549,-90.29947925264337,-0.64182860768335
98,0,226.4,109.4765031693114,1.5,1.8000000000000114,-1.0031331678320399,0.0,-75.3250076025251,14.458747282829156,-79.88173128403963,9.592814042026067,-82.9889707205661,5.541189105207992,-89.36513342911057,-0.764890973179555
99,0,228.20000000000002,108.48008070193171,1.5,1.7999999999999972,-0.9890763609581938,0.0,-77.0222455797104,12.228614411995132,-79.14849968004769,9.13614223896997,-82.53491839607399,6.122558321583551,-86.40326453291287,4.2666151808678014
100,0,230.0,107.49835044739501,1.5,1.7999999999999972,-0.9737581111838267,0.0,-76.51951995510836,10.31020222546021,-82.48307879476141,6.262234227067207,-83.19030256350415,6.2497934246112195,-88.51000518745514,1.6342864583877499
101,0,231.8,106.53256447956406,1.5,1.7999999999999972,-0.957197955016106,0.0,-74.63576616385187,14.16425334401815,-80.98583671139906,9.222911800141715,-81.19799221261185,6.493357734987137,-87.16295392085729,2.401612611407051
102,0,233.6,105.5839545373628,1.5,1.7999999999999972,-0.9394170128581294,0.0,-76.75047893565194,11.752643527294893,-79.95824719616331,8.093136217393416,-83.4272657850266,6.378687271478377,-87.8603568724919,-0.3356038059728139
103,0,235.4,104.6537304538478,1.5,1.8000000000000114,-0.9204379620724765,0.0,-75.56502286846508,13.096094185085478,-80.90013755470771,6.304619575767875,-81.45713597014858,8.410364689470123,-88.24439128605827,0.42275923837287843
104,0,237.20000000000002,103.74307861321785,1.5,1.7999999999999972,-0.9002850080590576,0.0,-77.69637462431062,11.807003269682113,-78.76446707923569,8.555914526093964,-83.52503639288807,5.482718175982784,-86.45544411195799,3.523114501067665
105,0,239.0,102.85316043772968,1.5,1.7999999999999972,-0.8789838533841916,0.0,-76.94742246544416,9.489067512174735,-77.23337915012685,11.50653127422045,-82.75972929496986,4.403040130608988,-88.34955168292682,2.018065957109555
106,0,240.8,101.98511090644946,1.5,1.7999999999999972,-0.8565616650002141,0.0,-77.9646240011305,9.522889984006932,-81.05062057664706,7.592746362725152,-83.90905691239635,4.374476792361489,-90.17580553696581,0.07236692629138508
107,0,242.6,101.14003710772926,1.5,1.7999999999999972,-0.8330470395973819,0.0,-77.35394176214012,10.949532722504227,-80.65227241297845,7.76979995617525,-82.01158161037208,7.983540326540471,-88.97601709973155,-0.9306173195420449
108,0,244.4,100.3190168272547,1.5,1.8000000000000114,-0.8084699671324458,0.0,-76.06001355564351,10.373249670290653,-79.37342816054812,10.007413769935946,-80.7579897442993,5.951526050007816,-87.32374673724097,2.1894213252210384
109,0,246.20000000000002,99.52309717346436,1.5,1.7999999999999972,-0.7828617925801638,0.0,-79.2612020248449,9.483729848865995,-77.73122558573769,8.429422445560565,-82.5191100920018,6.053064454465625,-87.48344037234398,2.54866326617985
110,0,248.0,98.75329324209437,1.5,1.7999999999999972,-0.7562551759567455,0.0,-76.78587627818114,10.936874711264975,-81.13989583353333,7.361595080648293,-82.59628588846066,5.223564302691516,-89.81121025316823,-1.97545435490545
111,0,249.8,98.01058682155087,1.5,1.7999999999999972,-0.7286840506661107,0.0,-77.13938558411755,10.828519517207749,-79.38250375484117,9.93393777678388,-83.630889265226,5.685866619232522,-88.77244278827644,0.3214883054760837
112,0,251.6,97.29592514076215,1.5,1.7999999999999972,-0.7001835802220242,0.0,-78.253835453496,8.441722943401546,-77.5038453952885,9.540812316256277,-82.5013976292305,5.536677803735539,-88.57357886893033,0.6788185286353887
113,0,253.4,96.61021966110683,1.5,1.8000000000000114,-0.670790113401516,0.0,-79.39100596757662,8.27352374201614,-81.67926813716355,5.840737992839243,-84.0700542798907,4.732397888275314,-88.28613597659688,0.43503476767066873
114,0,255.20000000000002,95.95434491395912,1.5,1.7999999999999972,-0.6405411378865438,0.0,-77.68274940882621,10.046710311259588,-81.24183148504476,5.854393726669662,-83.18615152781557,5.6429306640138,-89.4704933349227,-2.066429119525747
115,0,257.0,95.32913738533374,1.5,1.7999999999999972,-0.6094752324531498,0.0,-78.51694794123621,8.40558735085567,-80.21984993586572,6.635964815093891,-81.75007776738363,7.989600598148532,-88.54501988698317,-4.875595679709743e-05
116,0,258.8,94.73539444905282,1.5,1.8000000000000114,-0.5776320177690408,0.0,-77.71327985663245,9.072838020892707,-80.34273047568644,6.8387221905438595,-80.37043824334991,7.628713650244189,-88.63662525882096,-0.17729746244953598
117,0,260.6,94.17387334979566,1.5,1.799999999999983,-0.5450521058624531,0.0,-78.0758878939405,8.602586727265338,-78.74888294741577,9.705512857854266,-78.51272722490266,9.837518315395078,-86.80749914029737,1.7069554509082574
118,0,262.4,93.64529023732791,1.5,1.8000000000000114,-0.5117770483265787,0.0,-76.28828377379166,9.34850236018381,-79.4394221294627,9.211974902119197,-82.51768430833515,4.228962970438492,-86.7331558391135,1.3570178598271232
119,0,264.20000000000005,93.1503192531425,1.5,1.8000000000000114,-0.4778492833256962,0.0,-78.60464860357074,7.472128313664041,-81.86416077728789,4.917153026795624,-80.02088194329238,8.749085944516967,-87.84954012282856,0.24154575893904112
120,0,266.0,92.68959167067652,1.5,1.799999999999983,-0.44331208147063705,0.0,-79.65132648877427,6.291277408835789,-79.11984620706433,9.32270598851716,-81.37963887080834,5.710492796231887,-88.11517321655641,0.1998249785313946
